,val_loss,val_acc,loss,acc
0,1.648403137003333,0.4562701972125159,1.7605710533549006,0.41260385067378347
1,1.5409928676372,0.4899822785361497,1.6135380782941977,0.455858898556329
2,1.487128732389098,0.5152507033708955,1.5251023047457315,0.48669356091339794
3,1.4302463023167735,0.5264255185600963,1.4677581056104207,0.5052016555055729
4,1.3901342140078656,0.5348066301461643,1.429388478569965,0.5162408397472624
5,1.3725742196509851,0.5427916192006831,1.401124222208186,0.5246270758212634
6,1.348783176476896,0.5478995099463354,1.3806183296300183,0.5313558703601876
7,1.3350072528179402,0.5540498285314456,1.3629949080078054,0.5363751031032225
8,1.316884158560547,0.5568018342796734,1.3474530378120024,0.5420093607357498
9,1.2985434074117532,0.5618888769882459,1.3348124507949046,0.5461269037250909
10,1.295682968054948,0.5654331282171084,1.3228673327327156,0.5508594720382332
11,1.2796571683873725,0.5699364122205639,1.3123713432422202,0.5536010256142256
12,1.2743552864374539,0.5733972688095544,1.3041735757222495,0.5583075333266161
13,1.2694099142518367,0.5756697592404243,1.2970506657620196,0.5594854637264536
14,1.2694860572475941,0.5757740015582448,1.2882423647496533,0.5629775566110131
15,1.2562202264478977,0.5805483169467683,1.2819005123098703,0.5652656598165486
16,1.2456165919720934,0.5814239547956752,1.2762478795199053,0.5675120661417783
17,1.2478659530060265,0.5816741368612284,1.2694728904760049,0.5701337417783181
18,1.235230251028629,0.5862816641132638,1.2667140814084734,0.5711292490272873
19,1.234098579897742,0.5867194828581515,1.2586272595763335,0.5730420825077079
20,1.22577079810279,0.5887834884334279,1.2555185692234108,0.57469431139289
21,1.2274772819507909,0.5877619098401674,1.2526132486608934,0.5762370868909512
22,1.2184040367572235,0.5918482227841396,1.24716490108668,0.5786450678917912
23,1.2248494387642257,0.5882414259416499,1.2448823899526196,0.5781968290969525
24,1.2111741718281102,0.5928698007324547,1.2412277040067912,0.5798490580542085
25,1.210330041158464,0.5940581674622033,1.23897804470919,0.5802399642620519
26,1.2064989018959682,0.594016470178926,1.2344739951538248,0.5820589798613521
27,1.202224464050165,0.5957677474375327,1.2307404054812872,0.5829398214895956
28,1.2003095306122897,0.5956635042622702,1.2283109532298195,0.5848161700020884
29,1.1980311947844144,0.5964974459636998,1.2257371206294803,0.5856865873737523
30,1.1981015358977256,0.5966850829947098,1.2226120645637972,0.586457975083018
31,1.194143206295549,0.598603147752315,1.2207130833753033,0.5862234314302618
32,1.1932064726866412,0.5986239969985124,1.2190651318501826,0.5870365157420995
33,1.1909746295131063,0.5994162408450368,1.214517665216796,0.5891838925204979
34,1.1889871579818105,0.5987282396754644,1.2138971064320396,0.5897259489392271
35,1.1860914673457787,0.5997706665183014,1.2110241772395813,0.5906745471463596
36,1.183065503341717,0.6017512769553953,1.2095427572583677,0.5906641231569513
37,1.1799753989738904,0.6021057023428459,1.207885477149974,0.5908204853908117
38,1.1802477851719748,0.6037110392820918,1.2064697387596715,0.5912687244577922
39,1.1770261535701196,0.6027311578329295,1.2049973745439317,0.5929574381077276
40,1.174940792288731,0.6031272802911609,1.2019436264739938,0.593463009664155
41,1.1789069296855643,0.6026269155809706,1.1997433819961039,0.5941040956937123
42,1.1723086964459013,0.6038361307802481,1.1997148098142711,0.5932753748811275
43,1.1728582011662942,0.6057958931069447,1.1981435349031047,0.5947556057306964
44,1.1732240710183426,0.6057750447840509,1.1954144602057706,0.5949328162416112
45,1.1703762366403123,0.606588136953469,1.1953999602660814,0.5957875975468365
46,1.169664800948723,0.6068174710552597,1.1934140005683416,0.5956781436123255
47,1.166463704791666,0.6074846239752557,1.1916568996652008,0.5970541324528095
48,1.165534360259911,0.6076722605079552,1.1912637729959217,0.5976483095175747
49,1.1665787880877738,0.6076722605079552,1.1890062880771295,0.5973877057884679
